Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
HIST2H2AC	100	0	0	0	I
SNCAIP	100	0	0	0	I
PNKP	100	0	0	0	I
UPF1	100	0	0	0	I
EIF4G3	100	0	0	0	I
VIM	100	0	0	0	I
AIFM1	100	0	0	0	I
ACTA2	100	0	0	0	I
CHMP4C	100	0	0	0	I
SUPT16H	100	0	0	0	I
HIST1H3C	100	0	0	0	I
HIST1H2BJ	100	0	0	0	I
SCD	100	0	0	0	I
RELB	100	0	0	0	I
APTX	100	0	0	0	I
HIST1H1A	100	0	0	0	I
SCP2	100	0	0	0	I
NABP2	100	0	0	0	I
POLR1B	100	0	0	0	I
CHD1L	100	0	0	0	I
SERBP1	100	0	0	0	I
NEIL1	100	0	0	0	I
SMC1A	100	0	0	0	I
CCNO	100	0	0	0	I
NDC80	100	0	0	0	I
CEP164	100	0	0	0	I
DCLRE1A	100	0	0	0	I
EXO1	100	0	0	0	I
HCLS1	100	0	0	0	I
CEP250	100	0	0	0	I
REC8	100	0	0	0	I
TRIP10	100	0	0	0	I
TP53I3	100	0	0	0	I
EBAG9	100	0	0	0	I
XBP1	100	0	0	0	I
CSN2	100	0	0	0	I
SLC11A1	100	0	0	0	I
MYL1	100	0	0	0	I
ATMIN	100	0	0	0	I
MAFK	100	0	0	0	I
EIF3I	100	0	0	0	I
CALCRL	100	0	0	0	I
VIPR1	100	0	0	0	I
KCNH2	100	0	0	0	I
SIGLEC10	100	0	0	0	I
DSN1	100	0	0	0	I
TDP1	100	0	0	0	I
CNBP	100	0	0	0	I
TAF15	100	0	0	0	I
NSF	100	0	0	0	I
CCDC6	100	0	0	0	I
PINX1	100	0	0	0	I
CKAP2	100	0	0	0	I
MAPRE3	100	0	0	0	I
NSUN2	100	0	0	0	I
SF3B1	100	0	0	0	I
LDLR	100	0	0	0	I
NINL	100	0	0	0	I
GSDMD	100	0	0	0	I
AIRE	100	0	0	0	I
ASCL1	100	0	0	0	I
ELN	100	0	0	0	I
UBTF	100	0	0	0	I
EIF4ENIF1	100	0	0	0	I
RIF1	100	0	0	0	I
SOX10	100	0	0	0	I
PGAM1	100	0	0	0	I
PGM1	100	0	0	0	I
EPS8	100	0	0	0	I
PLIN1	100	0	0	0	I
OTUD7B	100	0	0	0	I
SNRNP70	100	0	0	0	I
ZHX1	100	0	0	0	I
EIF3A	100	0	0	0	I
SMPD3	100	0	0	0	I
EIF4E2	100	0	0	0	I
BRD2	100	0	0	0	I
DYNLT1	100	0	0	0	I
NUP133	100	0	0	0	I
PAXBP1	100	0	0	0	I
ANKS1A	100	0	0	0	I
HLCS	100	0	0	0	I
SNUPN	100	0	0	0	I
EIF4A3	100	0	0	0	I
TSC22D4	100	0	0	0	I
RBBP5	100	0	0	0	I
PSPC1	100	0	0	0	I
SRSF4	100	0	0	0	I
CDK2AP1	100	0	0	0	I
SUMO4	100	0	0	0	I
ZMYM3	100	0	0	0	I
SAFB2	100	0	0	0	I
METTL3	100	0	0	0	I
SPAG7	100	0	0	0	I
CSDC2	100	0	0	0	I
TBC1D22A	100	0	0	0	I
NOL7	100	0	0	0	I
CENPS	100	0	0	0	I
SRSF10	100	0	0	0	I
MIS18BP1	100	0	0	0	I
RBM17	100	0	0	0	I
DDX39A	100	0	0	0	I
TAGLN2	100	0	0	0	I
NEUROG3	100	0	0	0	I
CYP7A1	100	0	0	0	I
CUL5	100	0	0	0	I
CPT1A	100	0	0	0	I
ZIC4	100	0	0	0	I
ACOX3	100	0	0	0	I
FAT1	100	0	0	0	I
ACADM	100	0	0	0	I
SGMS1	100	0	0	0	I
FABP1	100	0	0	0	I
CSRP3	100	0	0	0	I
EHHADH	100	0	0	0	I
LZTS1	100	0	0	0	I
ACOX2	100	0	0	0	I
MYRF	100	0	0	0	I
SCD5	100	0	0	0	I
SMPX	100	0	0	0	I
ACOX1	100	0	0	0	I
MBNL3	100	0	0	0	I
ME1	100	0	0	0	I
GPAM	100	0	0	0	I
UCP1	100	0	0	0	I
CPT1C	100	0	0	0	I
ZNF606	100	0	0	0	I
MLX	100	0	0	0	I
DHFR	100	0	0	0	I
CYP4A11	100	0	0	0	I
FEV	100	0	0	0	I
CPT1B	100	0	0	0	I
S100A11	100	0	0	0	I
ELOB	100	0	0	0	I
ACADL	100	0	0	0	I
ARG1	100	0	0	0	I
CYP8B1	100	0	0	0	I
HIST2H2BE	100	0	0	0	I
SLC27A4	100	0	0	0	I
PCK2	100	0	0	0	I
BGLAP	100	0	0	0	I
HMGCS2	100	0	0	0	I
TAT	100	0	0	0	I
ACSL1	100	0	0	0	I
ACSL4	100	0	0	0	I
NCAPD3	100	0	0	0	I
POLR1C	100	0	0	0	I
MYF6	100	0	0	0	I
QKI	100	0	0	0	I
NCAPG	100	0	0	0	I
ACSL5	100	0	0	0	I
CPT2	100	0	0	0	I
SLC22A11	100	0	0	0	I
ALOX5	100	0	0	0	I
DKC1	100	0	0	0	I
HSFX1	100	0	0	0	I
NCAPH	100	0	0	0	I
ACSL6	100	0	0	0	I
KRT17	100	0	0	0	I
FADS2	100	0	0	0	I
ASCC1	100	0	0	0	I
DSCAM	100	0	0	0	I
DDX4	100	0	0	0	I
FABP3	100	0	0	0	I
CNOT6	100	0	0	0	I
FABP4	100	0	0	0	I
PTBP2	100	0	0	0	I
GSC	100	0	0	0	I
CYP4A22	100	0	0	0	I
HABP2	100	0	0	0	I
NELFA	100	0	0	0	I
GMEB1	100	0	0	0	I
HSD17B4	100	0	0	0	I
NCAPD2	100	0	0	0	I
CYP27A1	100	0	0	0	I
PRB4	100	0	0	0	I
RBM12	100	0	0	0	I
ACSL3	100	0	0	0	I
NADK	100	0	0	0	I
NELFE	100	0	0	0	I
MTUS1	100	0	0	0	I
PCK1	100	0	0	0	I
EVX1	100	0	0	0	I
PEMT	100	0	0	0	I
MT_CO2	100	0	0	0	I
SMC2	100	0	0	0	I
GAA	100	0	0	0	I
DIRAS3	100	0	0	0	I
EIF4E1B	100	0	0	0	I
AQP7	100	0	0	0	I
MBNL1	100	0	0	0	I
ZNF280D	100	0	0	0	I
ACAA1	100	0	0	0	I
NUP107	100	0	0	0	I
DCT	100	0	0	0	I
NUCKS1	100	0	0	0	I
SMC4	100	0	0	0	I
SLC27A1	100	0	0	0	I
MYOC	100	0	0	0	I
ZNF671	100	0	0	0	I
SLC22A9	100	0	0	0	I
SLC10A1	100	0	0	0	I
CCNB3_CDK1	100	0	0	0	I
IRF9_STAT1_STAT2	100	0	0	0	I
CCNB2_CDK1	100	0	0	0	I
CCNB1_CDK1	100	0	0	0	I
